Gene	SRX339763	SRX339764	SRX339815	SRX339780	SRX339781	SRX339782	SRX2925336	SRX2925337	SRX2925320	SRX2925321	SRX2641029	SRX3054171	SRX3054175	SRX3054195	SRX339789	SRX339790	SRX339791	SRX3804718	SRX3804723	SRX2520724	SRX2520725	SRX2520726	SRX2792105	SRX3804727	SRX2792102	SRX2792103	SRX2792104	SRX3804721	SRX3804725	SRX339775	SRX339776	SRX339779	SRX339756	SRX339757	SRX339758	SRX339762	SRX339773	SRX2527292	SRX2527293	SRX2527288	SRX339816	SRX339817	SRX339818	SRX339819	SRX2664285	SRX3141064	SRX3141035	SRX3141068	SRX3141040	SRX3141075	SRX3141038	SRX3141039	SRX793136	SRX339783	SRX339784	SRX3883790	SRX3883791	SRX339807	SRX3558056	SRX3558057	ERX2154018	SRX2423172	SRX2423173	SRX339796	SRX339799	SRX2545792	SRX2545793	SRX2545794	SRX339792	SRX339795	SRX339798	SRX3804722	SRX3804724	SRX3558094	SRX339804	SRX339805	SRX339806	ERX2154030	ERX2154026	ERX2154021	ERX2154022	ERX2154023	SRX3558102	SRX2792109	SRX2792110	SRX1973318	SRX339777	SRX339778	SRX3054177	SRX3054181	SRX3558055	SRX3804716	SRX339759	SRX339801	SRX339802	SRX339803	ERX2154032	SRX3206840	SRX339823	ERX2154027	ERX2154028	SRX339809	SRX3054173	SRX339808	SRX339794	SRX339797	SRX339793	SRX339766	SRX339767	SRX3100534	ERX2154029	ERX2154015	ERX2154016	ERX2154017	SRX339810	SRX339811	SRX339768	SRX339769	SRX339770	SRX339765	SRX339774	SRX1973316	SRX1973317	SRX2527286	SRX2527287	SRX339820	SRX339821	SRX339785	SRX3883788	SRX339760	SRX339761	SRX2792107	SRX2792108	SRX3804720	SRX2527294	SRX3883792	SRX3883796	SRX3206841	SRX3206842	ERX2154025	SRX339786	SRX339787	SRX339788	SRX3100535	SRX339822	SRX2909951	SRX2909952	SRX2909953	SRX2909945	SRX2909946	SRX2909947	SRX2925340	SRX2925341	SRX2925324	SRX2925325	SRX2425991	SRX2425992	SRX2792111	SRX3045731	SRX2664283	SRX2664284	SRX793139	SRX793140	SRX793135	ERX2154019	ERX2154020	SRX3804715	SRX339771	SRX339772
Zm00001d045472	0.104577	0.121270	-0.388412	-0.015709	0.012595	0.165678	-0.342786	-0.300783	-0.309483	-0.374537	-0.151852	0.051185	0.795961	0.632293	-0.115820	-0.028338	-0.011105	0.443100	0.405848	0.711103	0.765398	0.657685	-0.304165	-0.047337	-0.534327	-0.439554	-0.113294	0.426537	0.373897	-0.351989	-0.362734	-0.018300	0.289066	0.371891	0.203272	-0.059569	-0.237594	-0.323765	-0.310150	-0.248290	-0.033083	-0.188243	-0.096693	-0.020493	-0.077162	0.126475	-0.146889	-0.277719	-0.104931	-0.684889	-0.104328	-0.226508	-0.034616	0.556816	0.164824	-0.025941	-0.200735	-1.222228	0.407357	0.090532	-0.021743	0.017939	-0.051634	-0.295936	-0.219395	0.281670	0.203951	0.360256	0.275668	0.314676	0.289898	0.105938	0.135576	1.067293	-0.601405	-0.824948	-0.644403	0.563614	0.000000	-0.226064	-0.172980	-0.249120	0.591012	0.045698	0.011454	0.678247	0.139418	0.011150	0.539261	0.458085	0.246858	-1.606318	-0.200847	-0.491041	-0.517033	-0.808823	0.460403	0.343693	0.630283	0.163035	-0.046365	-0.568999	0.568998	-1.297552	0.015572	-0.132716	-0.090191	0.283545	0.440578	0.591865	0.188896	0.060870	-0.168981	0.058522	-0.424980	-0.923653	0.374768	0.275173	0.426241	0.322043	0.000000	0.469962	0.364024	-0.208637	-0.181115	0.096204	-0.132195	0.048215	0.150149	-0.311493	-0.295116	-0.240953	0.177836	0.063118	-0.155642	-0.270279	-0.405680	0.392727	0.392375	0.046501	-0.142291	-0.211451	-0.259060	0.173313	0.439490	0.029546	0.105979	-0.135526	0.115232	0.142633	0.037734	-0.095017	-0.095660	0.006143	-0.111066	-0.216743	0.130051	0.154806	-0.068115	0.003122	-0.003121	-0.020514	0.135511	-0.114998	0.405036	0.315934	-0.720971	-0.021101	0.021100
Zm00001d045616	0.001089	0.000833	0.000179	-0.000677	-0.000627	-0.000796	0.310910	-0.044010	-0.044446	-0.044475	-0.043603	-0.044339	-0.044848	-0.045190	-0.061043	-0.061466	-0.061518	-0.061520	-0.061563	-0.059762	-0.059931	-0.059832	-0.061567	-0.061622	-0.061496	-0.061552	-0.061040	-0.061503	-0.061332	-0.061594	-0.061576	-0.061331	-0.061535	-0.060882	-0.061606	-0.059827	-0.060732	-0.061516	-0.061505	-0.060875	-0.060756	-0.060717	-0.060819	-0.060618	-0.061269	-0.059317	-0.059242	-0.059253	-0.058596	-0.059181	-0.059456	-0.059646	-0.061527	-0.060680	-0.061520	-0.060269	-0.060233	3.095889	-0.060326	-0.060179	0.005551	-0.061359	-0.061578	-0.060414	-0.060323	-0.060040	0.604913	-0.059907	-0.060480	-0.060540	-0.060536	-0.061508	-0.061534	-0.060002	-0.061295	-0.061060	-0.061352	-0.061074	0.000000	0.061984	-0.012853	-0.012619	-0.011406	-0.012550	-0.012557	-0.143366	-0.143250	-0.143282	-0.143028	-0.143155	-0.142612	1.765900	-0.143968	-0.143799	-0.143762	-0.143426	-0.143961	0.243442	-0.143143	-0.144293	-0.144293	0.001164	-0.001163	2.895867	-0.426385	-0.426278	-0.425748	-0.426156	-0.426128	-0.426995	-0.338175	-0.000464	-0.000543	-0.000746	-0.000362	0.000967	0.000259	0.000398	0.000396	0.000093	0.000000	-0.000037	-0.000032	-0.000284	-0.000188	0.000337	0.000402	-0.000249	0.000613	-0.000509	-0.000055	-0.000144	0.000369	-0.000226	-0.107815	-0.107820	-0.107421	0.379938	0.008777	-0.065657	-0.000270	-0.000217	0.000218	-0.000270	0.000537	0.000246	0.000284	-0.000529	0.000149	-0.000636	0.000457	-0.000052	0.000012	-0.000027	0.000094	-0.070985	-0.070976	-0.070934	0.212895	-0.000008	0.000008	0.000514	0.000195	-0.000708	-0.829379	-0.685705	1.515084	-0.000276	0.000276
Zm00001d045897	-0.596043	-0.586595	0.238636	0.393455	0.215021	0.335526	0.248616	0.150000	0.155479	0.144321	-0.184128	-0.097463	-0.290864	-0.125962	-0.510718	-0.516929	-0.287388	-1.304636	-1.466964	0.076247	0.257746	0.137883	0.482634	-0.656783	0.297778	0.301384	0.578469	-0.581190	-0.656597	0.495029	0.408651	0.852610	-0.837362	-0.882795	-0.765712	-0.218208	-0.243425	-0.158624	-0.064498	0.183539	0.045777	-0.185646	-0.269506	-0.315872	0.631342	0.529263	0.752028	0.658866	0.524480	0.553643	0.803308	0.702605	0.119977	1.488481	0.728242	0.018624	0.078506	-1.207248	0.816857	1.001916	-0.270546	-0.541404	-0.438380	-0.333466	-0.237596	0.256993	0.043200	0.226054	-0.263526	-0.175174	-0.268706	-0.524534	-0.716629	1.323708	-0.400669	-0.447484	-0.383894	0.756254	0.000000	-0.420476	-0.407756	-0.376312	1.002007	0.076662	0.125877	0.373024	0.658687	0.744771	0.973279	1.059322	0.688404	-2.154150	0.224342	-0.569682	-0.532733	-0.799644	0.483976	-0.555036	-0.051840	-0.200738	-0.341983	-1.181504	1.181504	-1.083320	0.192296	0.115578	0.178158	0.250692	0.135993	-0.092627	0.303229	0.004755	0.211847	0.130908	-0.021712	-0.399071	0.103926	-0.139899	0.171353	-0.062106	0.000000	0.393982	0.435619	-0.121903	-0.107216	-0.510915	-0.333305	0.271097	0.310677	-0.159031	-0.179009	0.275236	0.538666	-0.813902	0.080872	-0.226092	-0.213298	-0.023724	-0.084648	0.466891	-0.104827	0.001205	-0.085459	-0.212072	0.401151	0.033121	0.016520	-0.049640	-0.469417	-0.251176	-0.749502	0.381521	0.344247	0.333590	0.410735	-0.181797	-0.364463	0.513433	0.032826	0.019950	-0.019950	0.295501	0.328923	-0.624423	0.535182	0.680153	-1.215335	0.099492	-0.099492
Zm00001d046204	-0.012994	-0.013250	-0.013904	0.031726	0.016327	-0.007907	-0.735047	-0.734749	-0.735185	-0.735214	-0.734342	-0.735078	1.324697	3.084916	-0.096165	-0.047881	-0.096640	-0.096642	-0.096685	-0.094884	-0.095053	-0.094954	-0.096689	-0.084283	-0.096618	-0.096674	-0.096162	-0.096625	-0.096454	-0.080294	-0.096698	-0.096453	-0.096657	-0.096004	-0.096728	-0.094949	-0.095854	-0.096638	-0.096627	-0.095997	-0.095878	-0.095839	-0.095941	-0.095740	-0.096391	-0.094439	-0.094364	-0.094375	-0.093718	-0.094303	-0.094578	-0.094768	-0.015444	-0.095802	-0.057734	0.119838	0.120540	0.607698	-0.095448	-0.095301	-0.096959	0.068061	0.121560	-0.095536	-0.095445	0.902190	-0.094809	-0.095029	-0.095602	-0.095662	-0.095658	-0.096630	-0.096656	2.695425	0.057774	0.129340	0.088649	-0.027692	0.000000	-0.000380	-0.000380	-0.000146	0.001067	-0.000077	-0.000084	-0.054158	-0.054041	-0.054074	-0.053819	-0.053947	-0.053403	0.577230	-0.054760	-0.006348	0.032754	0.004997	-0.054753	-0.038067	-0.053935	-0.055085	-0.028596	-0.117602	0.117601	0.347867	0.454441	0.210684	-0.201896	-0.202304	-0.202276	-0.203143	-0.203371	-0.000464	-0.000543	-0.000746	-0.000362	0.000967	0.000259	0.000398	0.000396	0.000093	0.000000	-0.033271	-0.033266	-0.033518	-0.033422	-0.032897	-0.032832	0.298860	-0.032621	-0.033743	-0.033289	-0.003186	-0.002673	0.005858	0.000016	0.000011	0.000410	-0.000016	-0.000103	-0.000319	0.096005	-0.029958	-0.029523	-0.007322	-0.029204	0.000246	0.000284	-0.000529	-0.011152	-0.011937	-0.010844	-0.011353	-0.011289	-0.011328	0.067902	-0.037093	-0.037084	0.052503	0.021674	0.026727	-0.026727	0.150044	0.000951	-0.150996	-0.284949	-0.286460	0.571409	-0.000276	0.000276
Zm00001d046658	-0.232326	-0.098338	-0.191137	0.235373	0.118227	0.168202	-0.122068	-0.284757	-0.151162	-0.376180	0.558341	0.426474	0.085161	-0.135812	0.326517	0.363714	0.228185	0.382120	0.259159	0.835032	0.794332	0.774696	-0.476402	0.045264	-0.539321	-0.564775	-0.517551	0.572788	0.344888	0.044514	-0.137446	-0.166874	0.638982	0.543183	0.387595	-0.601515	0.129010	-0.371112	-0.466188	-0.258293	-0.386221	-0.233930	-0.290914	0.073424	-0.305857	0.645963	0.248970	-0.039017	0.533289	0.023691	0.656137	0.181829	-0.549327	0.269718	0.373967	0.158633	-0.155365	-0.839559	-0.043088	-0.398819	-0.654729	-0.692106	-0.659015	-0.428770	-0.242025	-0.840213	-0.839860	-0.840080	0.560291	0.553758	0.540010	0.737364	0.447173	0.366563	-0.386899	-0.227516	-0.375605	0.487655	0.000000	0.030895	0.124837	-0.121391	0.460260	-0.287594	-0.207008	0.246588	0.259388	-0.087378	-0.154644	0.508189	0.200342	-0.639808	-0.184729	-0.171524	-0.196312	-0.098286	0.685219	0.043974	-0.147577	-0.116839	-0.146603	-0.181303	0.181303	-0.312688	-0.375699	-0.538842	-0.219275	0.567311	0.805580	0.017769	0.055844	-0.040595	-0.230090	-0.132485	-0.452500	-0.445804	0.262376	0.427259	0.099642	0.512197	0.000000	-0.075713	-0.127246	-0.061711	-0.063810	-0.111250	-0.203819	0.635318	0.288725	-0.124106	-0.156385	-0.297743	-0.107308	0.405050	-0.247067	0.234755	0.371001	-0.167958	-0.192157	0.001427	0.238289	0.073192	0.114223	-0.109438	-0.316264	-0.021497	0.000459	0.021038	0.536407	0.223223	0.495960	-0.383749	-0.263638	-0.161589	-0.446613	0.138959	0.201507	-0.152853	-0.187614	-0.104464	0.104464	0.269188	0.306481	-0.575669	0.004196	-0.008081	0.003885	-0.160596	0.160596
Zm00001d047162	-0.504381	-0.351250	0.003110	0.358542	0.269728	0.224253	-0.263926	-0.115808	-0.680594	-0.369694	0.142904	0.537632	0.354941	0.394545	0.621988	0.655739	0.641137	0.420674	0.276395	1.260411	1.187218	1.271219	-1.058221	0.314421	-0.550471	-0.599890	-0.008843	0.772066	0.713022	0.501440	0.523508	0.053915	0.351090	0.131756	0.344990	-1.102726	0.585775	0.321873	0.275966	0.173543	0.326936	0.067132	0.083475	0.004574	-1.020851	0.107306	0.215013	-0.057224	-0.104855	-0.462292	-0.346985	-1.032053	0.035440	0.168661	-0.057716	-0.782878	-0.309518	-0.570592	-0.276087	-0.432404	0.651487	-0.416935	-0.158142	0.250396	0.375460	-2.014751	-2.014398	-1.780924	0.407634	0.364803	0.224498	0.740113	0.650224	-0.036759	-0.243319	-0.233888	-0.190391	-0.208214	0.000000	0.297820	0.421160	0.462230	-0.300277	-0.349921	-0.531010	0.627717	0.479582	0.335778	-0.144334	-0.461145	-0.203412	-0.218301	-0.064856	-0.428845	-0.049108	-0.360181	-0.136584	0.576912	0.613378	-0.147834	-0.418767	-0.852283	0.852283	-0.585837	-0.745248	-1.235849	0.482999	0.919507	0.925532	0.395577	-0.156679	-0.074116	-0.320628	0.019414	-0.496650	-1.319019	0.555273	0.566787	0.420743	0.648193	0.000000	0.675819	0.592433	0.114521	0.133009	0.108775	-0.063112	-0.270245	-0.738337	-0.162924	-0.389944	-0.601062	-0.158222	0.759284	0.132042	0.107293	-0.053240	0.048349	0.193509	-0.427955	0.109921	0.068897	0.276256	-0.413121	-0.041954	0.001062	0.046284	-0.047345	1.066428	1.132979	1.098252	-0.870792	-0.886534	-0.798272	-0.742063	-0.188340	-0.156099	0.190182	0.154259	0.060790	-0.060790	-0.235714	0.073208	0.162505	0.345271	0.408283	-0.753555	0.073344	-0.073344
Zm00001d047491	0.607611	0.661684	-1.083239	0.063442	-0.186879	-0.062618	0.011081	0.093827	-0.107203	-0.227378	0.324264	-0.324460	0.169710	0.060161	0.692119	0.659841	0.676705	0.918058	0.748961	0.983604	0.883102	0.935838	-0.446442	0.145672	-0.199867	-0.306800	0.349271	0.724453	0.567311	0.261130	0.090617	-0.313822	0.164291	0.093667	0.285282	0.415598	0.330243	0.119147	0.148319	0.002850	-0.230215	-0.319546	-0.344633	-0.387059	-0.406090	-0.016326	-0.001980	-0.109493	-0.237498	-0.019875	-0.329022	-0.441687	-0.136884	-0.222007	0.330683	-0.055628	-0.180796	-0.997328	0.039915	0.198720	0.203071	-0.139149	-0.099779	-0.620774	-0.583732	-0.246567	-0.368288	-0.040508	0.002680	-0.079609	-0.197137	0.179419	0.086503	0.078872	-1.024767	-1.180208	-1.163032	0.130609	0.000000	0.030454	0.052660	0.091028	-0.003869	-0.078183	-0.092090	0.156741	-0.126431	-0.145358	0.449191	0.158751	0.276309	-0.186378	0.064514	-0.611131	-0.648283	-0.880911	0.461788	0.337703	0.217411	0.321888	0.154193	-0.788763	0.788762	-0.641302	-0.650276	-0.645115	-0.209989	0.939968	0.940573	-0.164774	0.430917	0.007155	-0.395598	-0.366039	-0.430016	-1.172398	0.498868	0.579456	0.533513	0.745062	0.000000	0.099455	-0.114873	0.123139	0.011079	-0.301801	-0.686785	0.204159	-0.162012	0.562999	0.264638	-0.414174	0.052986	0.361189	0.141144	0.056117	0.061619	-0.013961	0.126199	-0.371120	0.385439	0.427711	0.338770	-0.845058	-0.306861	-0.057989	0.089272	-0.031284	0.025192	-0.022321	0.195979	-0.193798	-0.129228	0.003693	0.120482	-0.206147	-0.029427	0.071595	0.163981	0.068349	-0.068350	-0.001807	0.067050	-0.065242	0.239086	0.206628	-0.445713	-0.115588	0.115588
Zm00001d047517	0.098205	0.245496	-0.271721	0.444878	-0.251810	-0.265048	-0.036529	0.195646	0.131619	0.159703	-0.256283	-0.108908	0.240509	-0.325761	0.066103	0.205220	0.097238	0.512145	0.397830	-0.073713	-0.146919	-0.093314	-0.710140	-0.344346	-0.536202	-0.623931	-0.389522	-0.254650	-0.293453	1.026653	0.878379	0.200210	0.503446	0.410340	0.419953	0.303820	-0.148042	-0.444560	-0.417210	-0.405301	-0.645954	-0.407222	-0.357336	-0.320677	-0.169061	0.101856	-0.022080	0.057916	-0.128245	-0.092508	-0.022832	0.013134	0.662354	-0.084324	-0.160837	0.393692	0.192346	-0.345854	-0.023574	-0.171013	-0.356284	0.088414	0.199039	0.307667	-0.064595	0.952814	0.970982	0.835146	-0.177311	-0.151429	-0.132808	-0.006267	-0.266941	-0.178582	0.004564	0.016391	-0.206580	-0.444034	0.000000	-0.284408	-0.433628	-0.276452	0.369331	0.171854	0.453305	0.694698	0.040012	0.122463	0.138555	0.184305	0.042204	-0.561559	0.269702	-0.210617	-0.116044	0.083081	-0.210781	0.100893	-0.161902	-0.245434	-0.169576	-0.380248	0.380247	-0.387096	0.810684	0.704350	0.178752	0.046760	0.039417	-1.230264	-0.162599	-0.650010	-0.234554	-0.377023	0.582971	0.944603	0.095829	-0.106454	-0.152735	-0.102630	0.000000	0.495201	0.663536	-0.458594	-0.527641	-0.374484	-0.716618	0.138927	-0.106538	0.456830	0.429381	-0.350665	-0.124944	0.475609	-0.125879	0.238087	0.339410	0.218865	0.284627	-0.955112	0.460696	0.258425	0.604070	-1.241068	-0.082124	0.007136	0.033522	-0.040658	-0.085669	0.012020	-0.174240	0.070758	0.161172	-0.018908	0.034866	0.117029	0.186350	-0.336441	0.033063	-0.060629	0.060629	-0.234432	-0.332333	0.566765	0.120150	0.158015	-0.278164	0.114675	-0.114675
Zm00001d047528	-0.747046	-0.853098	0.480361	0.698013	0.247092	0.174677	0.612619	0.621260	0.458966	0.415419	-0.511502	-0.456602	-0.280455	-0.859704	-0.147092	-0.123299	-0.041553	-1.109241	-1.316181	-0.240853	-0.215882	-0.222928	1.114878	-0.474873	0.859974	0.967327	0.878261	-0.539671	-0.625018	0.301455	0.173091	-0.688199	-1.082508	-0.965467	-0.896145	-1.767903	0.170121	0.198568	0.306670	1.114660	-0.654845	-0.506776	-0.473985	-0.559014	1.700527	0.313166	1.018409	0.679107	1.633131	1.145889	1.550919	1.417550	-0.062514	1.320566	1.323657	1.019823	1.065169	-0.870051	1.674713	1.336124	-0.562977	-0.876013	-0.598042	-0.878284	-1.010783	-0.182761	-0.188631	-0.068105	-0.901340	-0.970226	-1.066822	-0.815668	-0.716490	1.287344	-1.123956	-1.183545	-1.181443	1.338013	0.000000	-0.402432	-0.441591	-0.485335	0.730560	0.265888	0.332910	0.063060	-0.640468	-0.642926	1.404575	1.093331	1.698913	-1.375500	0.119909	-1.020034	-0.809141	-1.085509	1.275555	-0.839867	-0.542104	0.556176	0.744034	-1.456450	1.456450	-1.068284	0.006894	-0.378009	-0.185825	0.524836	0.427627	-0.342301	1.015062	0.641159	0.683417	0.622497	1.013028	0.393450	-0.927390	-0.759769	-0.919909	-0.746486	0.000000	-0.325508	-0.319604	0.734397	0.827655	-0.927996	-0.926454	0.868613	0.683682	-0.448775	-0.166007	0.539998	0.504285	-1.044283	0.071449	0.191698	0.486816	-0.926006	-0.660185	0.836229	0.432028	0.063914	0.133122	-0.530299	-0.098765	-0.048601	0.001162	0.047440	-1.022882	-0.972312	-0.855360	0.660842	0.605378	0.758162	0.826172	-0.362843	-0.352446	0.986359	-0.271069	0.024715	-0.024716	0.592443	0.563941	-1.156383	-0.051198	-0.093983	0.145180	-0.224710	0.224710
Zm00001d047746	-0.705809	-0.743051	1.260561	-0.034632	-0.005584	0.228518	-0.403807	-0.366861	-0.286782	-0.625654	0.961790	0.412453	0.251879	0.056984	2.197326	2.083200	1.751808	-0.026387	-0.042720	2.386373	2.321218	2.466518	-0.130735	1.348470	-0.656283	-0.382493	-0.506982	1.738678	1.921813	1.353638	1.411373	0.007671	0.673660	0.536107	0.458191	-0.727342	0.590717	-0.309745	-0.106120	0.479763	1.142496	0.734993	0.887518	1.489330	-2.007900	0.879734	-0.886341	-0.891459	-1.052035	-1.370581	-1.170840	-1.103080	-0.573663	-0.603269	-0.522415	-0.910142	-1.104224	-1.917212	-1.896988	-1.702557	-1.329957	-2.018253	-1.775886	-0.284437	0.168704	-1.758772	-2.370301	-2.045760	1.202599	1.280254	1.274284	0.560007	0.596230	-0.911858	0.166831	0.223150	0.212647	-1.448542	0.000000	-0.227382	0.119504	-0.146321	-0.480411	0.373955	0.360655	1.647040	0.495566	0.696251	-1.210611	-0.197417	-1.252878	-1.332424	-0.519826	0.674475	0.559674	0.486124	-1.014051	0.089722	1.845104	-0.339700	-0.627048	0.090309	-0.090310	-1.912734	-1.589607	-1.725960	-0.239494	2.321123	2.326282	1.551331	-0.730938	-1.537390	-1.372834	-1.365267	-1.203135	-0.884057	1.421575	1.667873	1.224518	2.048715	0.000000	1.066067	0.962553	0.250841	0.252173	0.937994	1.153113	-1.022836	-1.401884	-1.270212	-0.927809	-0.405541	-0.343587	0.749128	-0.254105	0.492059	0.497434	-0.214705	-0.110236	-0.410446	0.004146	0.089785	0.227874	-0.119295	-0.202509	-0.046145	0.006585	0.039561	1.727774	1.497432	1.667532	-1.305346	-1.250099	-1.072047	-1.265248	0.139430	0.357585	0.276827	-0.773842	-0.044491	0.044491	0.033791	0.040243	-0.074034	0.417690	0.397333	-0.815022	-0.024077	0.024077
Zm00001d047988	0.459625	0.331154	-0.134867	-0.467857	-0.109797	-0.078259	0.140998	0.101693	-0.081016	-0.237876	0.181473	0.195771	0.078137	-0.379181	0.214569	0.120627	0.050518	0.237517	0.295504	0.716381	0.752402	0.735657	-0.337725	-0.241141	-0.092061	-0.004538	0.289404	0.383731	0.357569	-0.158782	-0.047984	0.013026	-0.045172	0.134238	0.000855	-0.003166	-0.172448	-0.493496	-0.211470	0.110320	-0.014936	-0.032092	-0.108058	-0.297408	0.153568	0.487430	0.309036	0.334976	0.469162	0.383731	0.491480	0.136520	-0.033329	1.004737	0.497752	0.397405	0.335976	-1.712021	0.544304	0.565641	-0.150345	-0.465426	-0.509905	-0.907915	-1.034948	-0.402583	-0.485936	-0.337888	-0.048316	0.067980	0.058899	-0.294574	-0.311483	0.760351	-0.886364	-0.962764	-0.784978	0.177971	0.000000	-0.164973	-0.153666	-0.248466	0.624873	0.064278	-0.122047	0.330864	0.238541	0.287229	0.684320	0.598330	0.812379	-1.644586	0.065831	-0.526242	-0.522886	-0.622802	0.636419	0.016317	0.627499	-0.414217	-0.566994	-1.089134	1.089134	-0.714827	0.123153	0.064850	-0.674783	0.696620	0.632597	0.183490	-0.311097	-0.107189	-0.198408	-0.083012	-0.279305	-0.362875	0.273142	0.085583	0.400713	0.271349	0.000000	0.146133	0.300051	-0.018472	0.018815	-0.021586	-0.206372	0.353067	0.271620	-0.400854	-0.442404	-0.165754	0.200523	-0.034768	-0.217901	0.246115	0.400176	-0.237201	-0.219842	0.028652	-0.156042	0.004846	0.130608	-0.367577	0.388165	-0.005699	-0.017733	0.023432	-0.091198	-0.054210	-0.134041	-0.074080	0.056065	0.132691	0.164771	-0.065172	0.034099	0.220241	-0.189167	-0.022180	0.022181	0.107157	0.182575	-0.289731	0.416594	0.536994	-0.953588	0.138464	-0.138464
Zm00001d048180	0.150856	0.210177	0.424779	-0.507100	-0.069353	-0.209358	-0.071262	-0.123634	-0.200078	-0.350148	0.480834	0.271045	0.403582	-0.410336	-0.246704	-0.154606	0.078748	-0.047388	0.106344	0.363570	0.431870	0.429910	-0.563249	-0.444312	-0.323413	-0.515501	-0.262649	0.062479	0.040137	-0.599738	-0.684444	0.386102	0.041508	0.181361	-0.113943	0.365897	-0.060830	-0.378766	-0.248529	-0.172007	0.372819	0.452415	0.589805	0.665733	-0.293358	0.650611	0.472720	0.330554	0.677287	0.359214	-0.352174	0.384407	-0.221110	-0.036264	-0.222430	-0.453204	-0.357767	-0.301145	0.005024	-0.089630	0.002055	-0.355736	-0.419880	-0.282876	-0.117916	0.164971	0.245916	0.339195	0.164668	0.263048	0.218739	-0.367470	-0.350846	0.240596	-0.144046	0.030562	0.051324	0.012351	0.000000	0.137768	0.195513	0.202779	0.058901	-0.312681	-0.282282	-0.078758	0.233397	0.379298	-0.000450	0.309331	0.072001	-1.418389	0.015429	0.281105	0.130104	0.026048	0.141577	-0.520361	0.672782	-0.066438	-0.176676	0.128569	-0.128569	-0.921769	0.094318	0.077562	0.035796	0.054273	0.198971	0.746518	-0.285667	0.050410	-0.159163	-0.049640	-0.344815	0.097417	0.120902	0.072479	0.166750	0.045656	0.000000	-0.038557	-0.097107	0.118660	0.042350	0.482529	0.631117	-0.094295	-0.224779	-0.294003	-0.525916	-0.091789	0.104037	-0.012248	0.124282	0.037247	0.209948	-0.490806	-0.407107	0.526437	-0.213806	-0.188656	-0.446871	0.573483	0.275849	0.077005	0.013243	-0.090248	0.274929	0.446064	0.223594	-0.284795	-0.290216	-0.143839	-0.225734	-0.075423	0.155659	-0.012539	-0.067699	0.001021	-0.001020	0.091085	0.066762	-0.157847	0.447172	0.442129	-0.889301	-0.025275	0.025275
Zm00001d048355	-0.512582	-0.334949	0.721874	-0.247737	0.241178	0.132216	0.100143	0.137860	-0.152808	-0.230366	-0.039823	-0.131788	0.432428	-0.115644	0.011614	0.143295	0.201469	-0.825841	-0.800580	0.558431	0.476866	0.526475	0.229070	-0.411115	0.096007	-0.106263	0.121226	-0.155706	-0.395998	-0.716735	-0.698150	0.037914	-0.856733	-0.867700	-0.754066	-1.026961	0.192326	0.410071	0.336351	-0.302919	0.264198	0.221505	0.228626	0.234853	-0.073879	0.380747	-0.144774	0.271387	-0.204553	-0.110045	-0.468728	0.035969	0.290303	0.194952	-0.072219	-0.409368	-0.375899	-0.356662	0.918046	0.852003	-0.117475	0.624904	0.373562	0.662854	0.763578	-1.037319	-1.524866	-0.900224	0.567057	0.495228	0.566728	0.485528	0.506405	0.202526	0.287555	0.319888	0.350936	0.274295	0.000000	0.281867	0.374737	0.292962	-0.835209	-0.075822	-0.038537	-0.243848	0.048686	-0.004441	0.643505	-0.254148	0.858615	-0.777321	-0.784336	0.348424	0.565193	0.323929	0.205569	0.192519	-0.378356	-0.404042	-0.339941	-0.782715	0.782715	-0.679872	0.286418	0.124230	0.875050	-0.176455	-0.194210	-0.021637	-0.213523	0.162579	-0.032205	0.091554	-0.204246	-0.222789	0.208741	0.122564	0.010579	-0.136780	0.000000	0.142435	0.054518	0.028534	0.004068	0.338213	0.587747	-0.135920	0.237353	-0.558136	-0.698811	0.093379	0.314672	-0.408051	0.251802	-0.299449	-0.386794	0.117742	0.090557	0.226140	0.291381	0.135249	-0.160074	-0.009599	-0.256957	-0.097473	0.212366	-0.114893	0.019589	0.290817	0.158098	-0.187225	-0.173516	-0.050704	-0.057056	-0.136634	0.009605	0.533763	-0.406735	0.005463	-0.005463	0.068169	0.019232	-0.087401	0.166030	0.104899	-0.270930	0.228508	-0.228509
